judul,label,isi_berita,url
"Analis: Mustahil Moeldoko Berani Tanpa Garansi Kemenkumham, Mau Bunuh Diri?",POLITIK,"GELORA.CO - Analis Politik Sekaligus Direktur Eksekutif Voxpol Center Research and Consulting, Pangi Syarwi Chaniago menganggap Moeldoko tidak bakal nekat apabila sudah yakin bakal mengantongi surat keputusan (SK) dari Kementerian Hukum dan HAM (Kemenkumham) soal jabatannya selaku Ketua Umum Partai Demokrat versi Kongres Luar Biasa (KLB) Sumut.Meskipun KLB Sumut dianggap abal-abal, namun Moeldoko sudah memperhitungkan langkahnya merebut kepemimpinan partai berlambang mercy itu. Pangi menilai Moeldoko tidak bakal gentar mendengar pernyataan dari sejumlah pihak kalau KLB sebagai agenda partai yang bodong. Menurutnya, kepala staf kepresidenan (KSP) itu sudah menghitung langkahnya hingga menjadi orang nomor satu di Partai Demokrat yang sah di mata hukum. ""Saya hakul yakin Moeldoko sudah menghitung, mengkalkulasi daya tahan KLB abal-abal, mau disebut KLB bodong, abal-abalah namanya, inkonstitusional, dia tak peduli, nekat, tak bermoral,"" kata Pangi melalui akun Twitternya @@pangisyarwi1 pada Minggu (7/3/2021). ""Bagaimana mungkin seberani itu Moeldoko tanpa ada garansi SK Kemenkumham? Moeldoko mau bunuh diri?,"" sambungnya. Baik kubu KLB Sumut maupun kubu Ketum Demokrat Agus Harimurti Yudhoyono (AHY) sama-sama bakal menyambangi kantor Kemenkumham untuk mempertahankan klaimnya masing-masing. Apabila Kemenkumham mengesahkan kepengurusan hasil KLB Sumut, maka menurut Pangi hal tersebut bisa menjadi bencana besar bagi partai politik. Budaya merebut kekuasaan partai politik dengan cara 'ugal-ugalan' itu dinilai Pangi harus dihentikan. Itu disampaikannya agar tidak menular kepada partai politik lainnya. ""Candu berkuasa take over partai via KLB, bersekongkol dengan garansi SK Kemenkumham bodong penguasa. Candu ini harus dihentikan."" []",https://www.gelora.co/2021/03/analis-mustahil-moeldoko-berani-tanpa.html
"Petani Siap-siap Panen Raya, Pemerintah Mau Impor 1 Juta Ton Beras, Tengku: Kepentingan Siapa?",NASIONAL,"GELORA.CO - Pemerintah berencana akan melakukan impor beras sebanyak 1 juta ton pada tahun 2021. Padahal, Presiden Joko Widodo baru-baru ini menggaungkan untuk membenci produk asing.Hal ini rupanya membuat Mantan Wasekjen MUI Tengku Zulkarnain. Dirinya ikut menanggapi soal wacana pemerintah yang akan mengimpor beras sebanyak satu juta ton.Tengku Zul mempertanyakan wacana tersebut dilakukan untuk kepentingan siapa. Sebab menurutnya, kebijakan tersebut dilakukan bukan untuk Bulog maupun rakyat.Ia mengatakan bahwa menurut Kepala Bulog, mereka hanya andil enam persen dalam serapan beras.Dirinya juga menyoroti soal kampanye Jokowi soal benci produk asing.""Menurut Kepala Bulog, mereka hanya andil 6 persen dalam serapan beras. Rakyat sekarang sedang panen raya. Padi rakyat hanya dihargai Rp 4200 per kilogram. Pemerintah akan impor satu juta ton tahun 2021. Bukan untuk Bulog. Bukan untuk rakyat. Terus untuk kepentingan siapa? Benci impor apa?"" cuitnya, dalam akun Twitter pribadinya.Tengku Zul juga sebelumnya sempat bertanya-tanya soal kebijakan pemerintah yang akan mengimpor beras.""Saat petani siap-siap panen raya dalam bulan depan, Pemerintah sepakat akan impor satu juta ton beras taun 2021 ini. Ckckck. Kepentingan rakyat atau kepentingan importir?"" ungkapnya.Seperti diketahui, pemerintah sepakat akan mengimpor beras sekitar 1 juta ton. Hal ini untuk menjaga ketersediaan stok beras sebesar 1 hingga 1,5 juta ton setelah adanya bansos beras PPKM, antisipasi dampak banjir, dan pandemi Covid-19.Hal tersebut tertera dalam bahan paparan Menteri Koordinator Bidang Perekonomian Airlangga Hartarto dalam Rapat Kerja Kemendag pada Kamis, (4/3/2021).Disampaikan bahwa impor sebesar 1 juta ton tersebut akan terbagi menjadi 500.000 ton untuk Cadangan Beras Pemerintah (CBP) dan 500.000 ton sesuai kebutuhan Bulog. []",https://www.gelora.co/2021/03/petani-siap-siap-panen-raya-pemerintah.html
"Cegah Bentrok Kubu AHY - Moeldoko, 3 Kompi Kepolisian Jaga Kemenkumham",METRO,"GELORA.CO - Dua kubu Partai Demokrat yang masing-masing diketuai oleh Agus Harimurti Yudhoyono (AHY) dan Kepala Staf Presiden (KSP) Moeldoko, hari ini akan mendatangi Kementerian Hukum dan HAM. Sejumlah personel aparat kepolisian diturunkan untuk mencegah kerusuhan.Berdasarkan pantauan Suara.com di gedung Kemenkumham tepatnya di Ditjen Administrasi Hukum Umum sejumlah apart kepolisian disiagakan untuk mengawal agenda tersebut.Kapolres Metro Jakarta Selatan, Kombes Pol Azis Andriansyah, mengatakan pihaknya menerjunkan 3 kompi personel kepolisian di Kemenkumham. Pengamanan dilakukan untuk mencegah bentrokan antara dua kubu.""Sebanyak 3 kompi kita turunkan. Ini supaya sebenarnya jaga kamtibnas menjaga supaya tidak ada bentrok antar kubu intinya ke arah sana,"" kata Azis di Kemenkumham, Kuningan, Jakarta Selatan, Senin (8/3/2021).Sementara itu, Azis mengatakan nantinya hanya perwakilan saja yang dapat diperkenankan masuk ke Kemenkumham. Sementara yang tidak berkepentingan seperti pendukung masing-masing kubu dilarang masuk.""Ya sudah komunikasi dengan pihak Kumham sini jadi yang boleh masuk hanya beberapa orang yang sudah dipilih mewakili suara saja yang lain di luar saja supaya tidak ramai. Prokes kita sudah koordinasi,"" tuturnya.Pada hari ini kedua kubu Demokrat akan menyerahkan bukti sah kepengurusan yang mereka akui.Adapun AHY bakal turun gunung langsung membawa serta seluruh Ketua DPD Partai Demokrat ke Kemenkumham. Bukan hanya membuktikan Partai Demokrat dibawah kepemimpinannya yang sah, AHY juga bakal membuktikan bahwa kongres luar biasa (KLB) Deli Serdang, Sumatra Utara produk abal-abal.""Kita besok akan menyampaikan bagaimana sikap Partai Demokrat menghadapi KLB abal-abal ini dengan segala bukti yang kita miliki dari sisi legalitas, sesuai AD/ART, ingin menunjukan pada Kemenkumham apa yang menamakan dirinya KLB adalah abal-abal saja dan itu tidak sah dan itu diluar konstitusi AD/ART Partai Demokrat,"" tutur Anggota Majelis Tinggi Syarief Hasan di DPP Partai Demokrat ditulis Senin (8/3/2021).Syatief mengatakan semua berkas dan surat terkait keabsahan DPP Partai Demokrat kubu AHY, akan dibawa serta ke Kemenkumham pada hari ini""Oh iya bawa semua, SK dan segala macam kita lengkap lah,"" kata Syarief.Namun, Syarief belum bisa memastikan pihaknya akan bertemu langsung dengan Menkumham Yasonna Laoly atau tidak.Syarief sendiri menyadari bahwa pasa Senin (8/3), tidak hanya kubu AHY yang bakal mendatangi Kemenkumham, melainkan juga kubu Moeldoko.""Infonya begitu, mudah-mudahan tidak sama lah,"" kata Syarief.Sementara itu diketahui, Partai Demokrat versi KLB Deli Serdang, Sumatra Utara segera mendaftarkan hasil KLB ke Kementerian Hukum dan HAM pada Senin (8/3/2021).Salah satu pendiri Partai Demokrat, Hencky Luntungan mengatakan pendaftaran ke Kemenkumham, termasuk dengan keputusan menetapkan Kepala Staf Presiden Moeldoko sebagai Ketua Umum Partai Demokrat versi KLB Sumut.""Pasti didaftarkan. Besok,"" kata Hencky dikonfirmasi wartawan, Minggu (7/3/2021).Hencky berujar hasil KLB Sumut yang diketuai Moeldoko otomatis akan masuk proses verifikasi jika berkas sudah teregistrasi.""Kalau sudah besok masuk maka dia akan memverifikasi,"" kata Hencky. []",https://www.gelora.co/2021/03/cegah-bentrok-kubu-ahy-moeldoko-3-kompi.html
"Sambangi Kemenkumham, AHY Orasi Berapi-api Siap Lawan Moeldoko Cs",POLITIK,"GELORA.CO - Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) beserta 34 Ketua DPD Partai Demokrat menyerahkan sejumlah berkas ke Kementerian Hukum dan HAM (Kemenkumham), Senin (8/3/2021).Penyerahan berkas itu untuk menguatkan bahwa Kongres Luas Biasa (KLB) di Deliserdang Sumut adalah tindakan melawan hukum yang dilakukan Moeldoko Cs. AHY juga membawa AD/ART partai sebagai pelengkap.Pantauan di lokasi, AHY dan jajarannya juga melakukan orasi di atas mobil terbuka untuk melawan Moeldoko Cs yang telah melakukan kudeta terhadap dirinya sebagai Ketua Umum Partai Demokrat.Setelah itu AHY meninggalkan kantor DPP Partai Demokrat di Jalan Proklamasi, Menteng, Jakarta Pusat, sekira pukul 10.15 WIB.""Ini cuma simbolis aja. Daftar-daftarnya aja, lengkapnya sudah kita siapkan dan dibawa. Bahwa saya akan menyerahkan sejumlah berkas termasuk AD/ART yang sah dan berlaku yang telah disahkan oleh negara oleh pemerintah melalui Kemenkumham pada Mei 2020 yang lalu,"" tegasnya.Sebelumnya, Partai Demokrat versi Kongres Luar Biasa (KLB) Deliserdang, Sumatera Utara (Sumut) akan mendaftarkan kepengurusan mereka ke Kementerian Hukum dan HAM (Kemenkumham) hari ini, Senin (8/3).Hal itu sebagaimana diungkapkan Ketua KSP Perjuangan, Bea Thor Suryadi kepada MNC Portal Indonesia.Bea Thor mengatakan, pendaftaran akan dilakukan langsung oleh Sekjen Partai Demokrat terpilih versi KLB, Jhoni Allen Marbun. ""Hari ini Jhoni Allen dkk daftar ke Kemenkumham,"" ujarnya. []",https://www.gelora.co/2021/03/sambangi-kemenkumham-ahy-orasi-berapi.html
"Didampingi 34 Pimpinan DPD, AHY Kirim Nota Keberatan Ke Kantor Yasonna Laoly",POLITIK,"GELORA.CO - Ketua Umum Partai Demokrat Agus Harimurti Yudhoyono (AHY) didampingi pengurus DPP dan 34 Dewan Pimpinan Daerah (DPD) hingga sejumlah  DPC se-Indonesia menggeruduk gedung Kementerian Hukum dan HAM RI (Kemenkumham-RI).AHY dan para rombongan mengenakan seragam biru-biru berduyun-duyun mendatangi kantor Yasonna Laolly itu. AHY mengatakan, maksud kedatangannya bersama rombongan ingin memberikan surat keberatan atas gerakan sepihak yang diklaim Kongres Luar Biasa (KLB) oleh eks kader dan melibatkan pihak internal.""Saya hadir hari ini dengan niat baik untuk menyampaikan surat resmi kepada Menkumham jajaran untuk menyampaikan keberatan. Agar Kemenkumham menolak gerakan pengembailalihan kekuasaam atau klaim sebagai KLB,"" ujar AHY kepada wartawan di Gedung Kemenkumham RI, Senin (8/3).Pantauan Kantor Berita Politik RMOL, di lokasi, seusai wawancara singkat bersama awak media AHY dan rombongan langsung memasuki Gedung Administrasi Hukum Umum (AHU) Kemenkumham-RI.(RMOL)",https://www.gelora.co/2021/03/didampingi-34-pimpinan-dpd-ahy-kirim.html
Jabatan Ketum Demokrat Versi KLB Ilegal Jadi Permulaan Buruknya Reputasi Moeldoko,POLITIK,"GELORA.CO - Momen terpilih sebagai Ketua Umum (Ketum) Partai Demokrat versi Kongres Luar Biasa (KLB) Sibolangit, Deliserdang, Sumatera Utara, bakal jadi permulaan dari memburuknya reputasi Moeldoko.Hal itu disampaikan oleh Direktur Eksekutif Indonesia Political Opinion (IPO), Dedi Kurnia Syah, atas upaya kudeta Kepala Staf Kepresidenan (KSP) Moeldoko terhadap kepemimpinan yang sah Partai Demokrat di tangan Agus Harimurti Yudhoyono (AHY).Menurut Dedi, Moeldoko telah hilang kesadaran atas jasa yang telah diberikan oleh Presiden RI keenam, Susilo Bambang Yudhoyono (SBY), kepada dirinya.""Kesadaran personal seringkali absen dari hasrat politik, Moeldoko jelas melupakan jasa SBY sehingga hilang rasa sungkan meskipun harus berkonflik,"" ujar Dedi kepada Kantor Berita Politik RMOL, Senin (8/3).Hal tersebut, lanjut Dedi, bakal menjadi permulaan yang buruk bagi Moeldoko. Karena Moeldoko memerlukan reputasi sebagai tokoh ksatria sebagai mantan Panglima TNI.""Sementara yang terjadi dengan (pengambilalihan) Demokrat ini jelas bukan sikap ksatria,"" pungkas Dedi(RMOL)",https://www.gelora.co/2021/03/jabatan-ketum-demokrat-versi-klb-ilegal.html
"Gatot Nurmantyo Akui Berambisi Jadi Presiden, Tapi Ogah dengan Cara Rebut Partai Orang",POLITIK,"GELORA.CO - Mantan Panglima TNI Gatot Nurmantyo mengakui bahwa dirinya memiliki ambisi untuk menjadi Presiden Republik Indonesia.Namun, Gatot Nurmantyo tetap berpikir realistis bahwa ada beberapa faktor yang membuat dirinya sulit menjadi presiden.Salah satu faktor tersebut adalah dirinya tidak memiliki atau memimpin sebuah partai besar.""Setiap orang saya pikir punya ambisi jadi presiden, dan harus mengukur. Nah sekarang ini saya punya partai nggak?"" kata Gatot Nurmantyo dalam video di chanel YouTube Bang Arief, Minggu (7/3/2021).Gatot Nurmantyo pun kemudian disinggung perihal ceritanya pernah ditawari menjadi Ketua Umum Partai Demokrat melalui kudeta Agus Harimurti Yudhoyono (AHY).Sang jenderal pun dengan tegas menolak cara seperti itu.Menurutnya menjadi presiden dengan cara merebut partai orang lain merupakan cara yang salah.""Caranya amburadul ya gimana dong?"" tegas Gatot Nurmantyo.Selain itu Gatot Nurmantyo pun menjelaskan bahwa dirinya tidak akan membuat partai baru.Pasalnya, untuk membuat partai baru diperlukan waktu dan dana yang tidak sedikit.""Sekarang kalau bikin partai kalau udah pecah begitu gimana coba? ada yang ngambil gimana coba? bikin partai harus perlu waktu, banyak uang dan lain sebagainya,"" jelas Gatot Nurmantyo.Lebih lanjut, Gatot Nurmantyo mengatakan bahwa dirinya tidak sembarang menerima dukungan dari pihak-pihak tertentu untuk menjadi presiden.Menurutnya, jika ada presiden yang mampu mensejahterakan rakyat, dirinya cukup hadir sebagai pendukung saja""Nah sekarang lihat dulu yang mendukung siapa? hari gini loh. Tapi namanya punya obsesi wajar-wajar saja, saya masih normal. Saya ingin bangsa ini baik, kan gitu. Tapi saya harus mengukur kalau ada presiden yang baik bisa mensejahterakan, kalau saya jadi presiden terus tidak bisa seperti itu, ngapain? lebih baik saya dukung,"" katanya.(*)",https://www.gelora.co/2021/03/gatot-nurmantyo-akui-berambisi-jadi.html
Refly Harun Sarankan Jokowi Beri Sanksi Tegas ke Moeldoko,POLITIK,"GELORA.CO - Pakar hukum tata negara, Refly Harun menyarankan agar Istana memberikan sanksi tegas terhadap Moeldoko. Refly tak setuju dengan pendapat pemerintah jika konflik di Partai Demokrat adalah masalah internal.""Ini semua sangat tergantung sikap pemerintah. Apa mau terlibat untuk kebaikan atau terlibat untuk tidak baik. kalau terlibat untuk kebaikan maka Moeldoko ditegur disarankan tak ambil kursi Demokrat,"" kata Refly pada Republika.co.id, Senin (8/3)Refly menilai jika pemerintah mengambil opsi pertama maka kisruh Demokrat akan dituntaskan oleh pihak internal partai saja. Ia menyayangkan keterlibatan pihak eksternal yaitu Moeldoko dalam pusaran konflik Demokrat.""Biarkan dinamika internal demokrat diselesaikan sendiri. Karena ini ada libatkan eksternal dan itu pejabat publik sehingga penyelesaian Demokrat tergantung mereka (pemerintah) sendiri,"" ujarnya.Refly tak sependapat dengan pemerintah yang menganggap masalah Demokrat hanya urusan partai. Masalah itu tak bisa disebut urusan internal partai karena melibatkan pihak eksternal, yang bahkan punya posisi strategis di pemerintahan.  Refly meyakini masalah Demokrat akan diselesaikan lebih baik jika tak ada Moeldoko di dalam pusarannya.""Tidak bisa disebut masalah internal karena ada eksternal. Porsi pemerintah memperingatkan Moeldoko. Moeldoko adalah urusan pemerintahan. Kalau ditegur apalagi diancam sanksi dikeluarkan karena bersikeras jadi ketum Demokrat maka masalah akan diselesaikan lebih baik oleh benar-benar internal Demokrat,"" ucap Refly.Kepala KSP Moeldoko akhirnya ditetapkan sebagai Ketua Umum Partai Demokrat dalam KLB, Jumat (5/3). Kubu Ketua Umum Demokrat AHY dan Ketua MTP Demokrat SBY menyatakan KLB itu ilegal karena tak sesuai AD/ART partai. Keputusan Moeldoko sebagai Ketua Umum Demokrat periode 2021-2026 dibacakan oleh mantan kader Demokrat yang baru saja dipecat, Jhoni Allen. Pengangkatan Moeldoko sontak mengundang reaksi keras kubu Cikeas hingga menggelorakan ""perang mencari keadilan"". []",https://www.gelora.co/2021/03/refly-harun-sarankan-jokowi-beri-sanksi.html
Demokrat Sebut Gatot Ksatria Ketimbang Moeldoko Halalkan Segala Cara,POLITIK,"GELORA.CO -  DPP Partai Demokrat mengapresiasi langkah eks Panglima TNI Jenderal (purn) Gatot Nurmantyo yang menolak tawaran saat diajak mengkudeta partai berlambang Mercy. Sebab, Gatot sebelumnya mengaku sempat mendapat tawaran menjadi Ketum Demokrat.Namun, diungkapkan Gatot tawaran mengambil alih posisi Agus Harimurti Yudhyono secara paksa itu harus ia tolak. Menurut Gatot, merebut kekuasaan Partai Demokrat dengaan cara paksa atau kudeta hanya menunjukan tidak adanya etika politik dan moral.""Kami mengapresiasi sikap Gatot Nurmantyo yang menempatkan etika dan moral sebagai pedoman dalam mengambil keputusan. Ini wujud sifat ksatria yang patut diteladani,"" kata Deputi Bappilu DPP Partai Demokrat Kamhar Lakumani kepada Suara.com, Senin (8/3/2021).Menurut Kamhar, sikap Gatot justru bertolak belakang dengan eks Panglima TNI lainnya, Jenderal (Purn) Moeldoko. Moeldoko yang kini menjabat Kepala Stat Presiden dengan berani melakukan kudeta melalui kongres luar biasa (KLB) di Deli Serdang, Sumatra Utara. KLB yang kemudian diklaim Partai Demokrat kubu AHY sebagai KLB abal-abal.Kamhar mengatakan Moeldoko telah menghalalkan segala cara demi merebut kekuasaan.""Bertolak belakang dengan Moeldoko, ketum abal-abal yang menghalalkan segara cara untuk pemenuhan syahwat politiknya. Padahal elemen penting dalam kepemimpinan adalah etika, moral dan keteladanan,"" kata Kamhar. []",https://www.gelora.co/2021/03/demokrat-sebut-gatot-ksatria-ketimbang.html
"Setelah KLB, Partai Demokrat Diprediksi Bernasib sama dengan Berkarya",POLITIK,"GELORA.CO - Direktur Indonesia Political Review Ujang Komarudin memprediksi nasib Partai Demokrat akan sama dengan Partai Berkarya. Yakni, kepengurusan dikudeta, lalu kepengurusan baru akan disahkan Kemenkum HAM. Sama halnya dengan Berkarya, dualisme kepengurusan Demokrat berpotensi diselesaikan di pengadilan. ”Permainan panjangnya di PTUN,” ujarnya.Apa yang dilakukan Moeldoko, kata Ujang, sangat ugal-ugalan. Namun, dia yakin itu tidak akan menghambat proses di Kemenkum HAM. Apalagi, secara politik, Demokrat berada di luar haluan pemerintah. ”Itu pasti sudah berhitung. Moeldoko tidak mungkin mau mengambil kalau nggak ada restu SK. Nggak mungkin melakukan yang sia-sia,” imbuhnya.Dalam kacamata Ujang, Demokrat jauh lebih prospektif jika dipegang AHY. Kebijakan politik yang memilih di luar pemerintah mendapat ceruk elektoral yang lumayan bagi publik yang tidak mendukung Presiden Jokowi. Selain itu, jajaran pengurus solid hingga di level daerah.Sebaliknya, jika diambil alih Moeldoko, Ujang memprediksi akan terjadi penurunan elektoral. Setidaknya ada dua faktor yang memengaruhi. Pertama, tindakan kudeta sejauh ini mendapat sentimen negatif dari publik. ”Ketidakadilan terjadi di depan mata rakyat,” cetus Ujang.Faktor kedua, Moeldoko bukan kader partai. Bagi simpatisan fanatik Demokrat, itu akan menjadi persoalan, terlebih melihat prosesnya yang ugal-ugalan. ”Kemungkinan pemilih akan pindah ke partai lain,” ulasnya.Persoalan konflik di Demokrat juga kian memperberat tantangan di Pemilu 2024. Apalagi, perolehan suara partai berlambang bintang Mercy itu mengalami penurunan dalam dua pemilu terakhir. Setelah menjadi pemenang Pemilu 2009, suara Demokrat melorot ke posisi keempat pada 2014. Pada Pemilu 2019 Demokrat terlempar dari lima besar dengan perolehan 10.876.057 suara atau 7,77 persen dan menempati posisi keenam.Sementara itu, pengamat komunikasi politik M. Jamiluddin Ritonga mengatakan, KLB Partai Demokrat di Deli Serdang menjadi catatan bagi perkembangan partai politik di Indonesia. ”Siapa saja akan bisa melaksanakan KLB untuk menggusur ketua umum yang tidak mereka sukai,” ucapnya.Jamiluddin menjelaskan, KLB itu menjadi ancaman demokrasi. ”Para petualang politik yang bersembunyi di balik kekuasaan harus dilawan agar KLB semacam itu tak terulang lagi,” tegasnya. Menurut dia, Presiden Jokowi juga perlu mencopot Moeldoko dari KSP untuk menunjukkan bahwa istana memang benar-benar tidak terlibat. Tanpa tindakan nyata dari presiden, masyarakat akan memiliki persepsi keterlibatan istana dalam mengantarkan Moeldoko menjadi ketua umum Demokrat hasil KLB.Menteri hukum dan HAM juga harus taat aturan dengan melihat keabsahan KLB Sumut berdasar UU Partai Politik dan AD/ART Partai Demokrat.[jpc]",https://www.gelora.co/2021/03/setelah-klb-partai-demokrat-diprediksi.html
"Diingatkan Epidemiolog, Vaksin Sinovac Tak Mempan Lawan Virus Corona Asal Brasil",KESEHATAN,"GELORA.CO - Saat pandemi virus Corona baru asal China atau Covid-19 masih belum sepenuhnya mereda, saat ini sudah muncul varian virus Corona baru, salah satunya asal Brasil.Repotnya, varian Corona asal Brasil ini dikabarkan kurang efektif dilawan oleh vaksin produksi Sinovac yang kini jadi andalan program vaksinasi nasional.""Virus P.1 yang ditemukan di Brasil ternyata bisa menghindar dari sistem antibodi yang diprovokasi vaksin Sinovac,"" terang ahli Epidemiologi dan Biostatistik Fakultas Kesehatan Masyarakat (FKM) Universitas Indonesia, Pandu Riono, melalui akun Twitter pribadinya, Senin (8/3).Menurut Pandu, vaksinasi bisa kurang bermanfaat bila varian P.1 tersebut masuk dan mendominasi populasi SarsCov2 yang beredar di Indonesia.""Perkuat sistem surveilans, Tes-Lacak-Isolasi,"" imbau Pandu Riono.Penelitian juga menemukan bahwa seseorang yang telah divaksin masih bisa terinfeksi virus corona lain.Terkait hasil penelitian ini, pihak Sinovac belum memberikan komentar. Sehingga belum diketahui apakah vaksin Sinovac bisa dikembangkan untuk mampu menciptakan kekebalan terhadap jenis baru virus Corona ini.[rmol]",https://www.gelora.co/2021/03/diingatkan-epidemiolog-vaksin-sinovac.html
"Usai Ngamuk dan Mention Jokowi, Mantan Calon Mertua Kaesang Minta Maaf",PERISTIWA,"GELORA.CO - Mantan calon mertua Kaesang Pangarep, Meilia, akhirnya memohon maaf setelah seharian mengamuk di media sosial. Ibunda Felicia Tissue itu menumpahkan amarahnya kepada Kaesang dengan menuduh putra bungsu Presiden Joko Widodo itu sudah melakukan ghosting alias menghilang tanpa pesan kepada putrinya.Tak hanya itu, Meilia juga menyebut Kaesang sudah mengkhianati Felicia dengan memacari karyawannya sendiri, Nadya Arifta. Dalam amarahnya itu, Meilia juga sempat me-mention akun Instagram Jokowi.Usai kemurkaannya reda, Meilia akhirnya meminta maaf.“Salam sejahtera semua semoga kita dalam lindungan Tuhan YME dan pandemi segera berlalu. Saya ingin mengucapkan kepada semua netizen baik lewat DM atau Iangsung di comment IG saya yang penuh simpati dan terus mendukung secara moril kepada kami dan keluarga besar kami. Apabila ada kata yang kurang mengena. saya mohon maaf kepada semua nitizen. Karena masih banyak yang menanti kejelasannya Terima kasih,” katanya.Sebelumnya, Meilia sempat menyebut nama Presiden Joko Widodo dengan memasang foto wisuda bersama Jokowi dan istrinya, serta Felicia. Di foto itu, Meilia juga menyebut bahwa Kaesang melupakan janji yang sudah diucapkan.“Anakku membawanya sampai lulus kuliah. Hidup dalam kesederhanaan naik MRT naik bus biasa saja. Merintis usaha bersama di awal tahun 2017 dibimbing oleh kakaknya bagaimana menjadi wiraswasta yang berhasil mulai dari 0. Anakku sudah berjanji bahwa dia (Kaesang) akan membawa ijazah balik ke Indonesia. Janji itu diucapkan di depan Ibu dan Bapak Jokowi karena permintaan dari Ibunya kepada Felicia anakku. Dan Felicia telah membuktikannya tanpa pamrih. Jodoh memang tidak ada yang tau. Tapi kalau mereka yang telah berjodoh dan selama 5 tahun janji suci yang mereka pegang dan ternyata ada orang yang sangat-sangat ingin mengambil kebahagian orang lain. Dan orang itu adalah seorang karyawan yang dipercaya oleh Felicia anakku. Di mana hatimu wanita muda dan sesama wanita! #jiwabesar #Tuhantidaktidur #akhlakmudimana,” tukas Meilia.Isu seputar retaknya hubungan Kaesang Pangarep dan Felicia yang sudah berpacaran selama 5 tahun telah santer terdengar beberapa waktu yang lalu. Hal ini makin diperkuat setelah Kaesang dan Felicia sudah tak lagi saling follow di media sosial. Kaesang dan Felicia juga saling menghapus foto kebersaman mereka. Kaesang kini justru menjalin hubungan dengan asistennya dan Felicia, Nadya Arifta. []",https://www.gelora.co/2021/03/usai-ngamuk-dan-mention-jokowi-mantan.html
"Warganya Tewas Akibat Jembatan Runtuh, Ini Reaksi Bupati Lampung Selatan",PERISTIWA,"GELORA.CO - Tewasnya warga akibat jembatan roboh di Desa Mekar Jaya, Kecamatan Merbau Mataram, membuat Bupati Lampung Selatan Nanang Ermanto bereaksi.Bupati Lampung Selatan Nanang Ermanto langsung meminta jajarannya untuk segera memperbaiki jembatan Sungai Batu Ampar di wilayah Desa Mekar Jaya Kecamatan Merbau Mataram.“Saya ingin jembatan ini segera diperbaiki agar tidak ada korban lagi akibat jembatan putus,” kata Nanang Ermanto dilansir dari ANTARA.Ia meminta kepada para camat dan kepala desa agar selalu memperhatikan wilayahnya, sehingga kejadian serupa tidak terulang kembali.“Pak Camat nanti sering dikontrol karena saat ini musim penghujan, tolong dilihat untuk jembatan-jembatan yang lainnya. Kita lakukan antisipasi jangan sampai terjadi yang kedua kali,” ujarnya.Nanang berharap kepada masyarakat desa agar peduli lingkungannya. “Kepala desa juga bisa mengajak masyarakat untuk bergotong royong,”katanya.Setelah meninjau lokasi tempat terjadinya jembatan putus yang mengakibatkan pengendara sepeda motor jatuh dan terbawa arus sungai, Bupati Lampung Selatan Nanang Ermanto bersama rombongan menuju kediaman korban dan memberikan bantuan kepada keluarga agar tetap semangat.“Saya harap keluarga bisa ikhlas, sabar dan tabah. Ini musibah yang tidak kita inginkan, Ke depan jika anak-anak mengalami kesulitan untuk pendidikan sekolahnya, segera lapor melalui Pak Kades atau pak Camat, nanti akan kami bantu,” katanya.Diketahui Indra (32), warga Sumber Rejo 4, Desa Mekar Jaya, Merbau Mataram, Lampung Selatan, ditemukan tewas  tenggelam di Sungai Rabu (3/3/2021) sekitar pukul 14.30 WIB.Diketahui pada Selasa (2/3/2021) sekitar pukul 03.00 WIB, korban Indra bersama rekannya Sutar mengendarai sepeda motor melewati jembatan di Dusun Sumber Rejo 1 Desa Mekar Jaya.Saat itu kondisi sungai sedang banjir akibat hujan deras. Akibatnya jembatan runtuh ke dalam sungai. Sementara Indra dan Sutar tidak mengetahui jembatan tersebut telah runtuh. ""Keduanya jatuh ke sungai dan hanyut,"" kata Koordinator Pos SAR Bakauheni Denny Mezzu. Sutar berhasil selamat karena tersangkut pada batang kayu. Sementara Indra dinyatakan hilang karena terbawa arus sungai.Denny Mezzu mengatakan, Indra ditemukan sekitar 20 km dari lokasi kejadian setelah dua hari pencarian. [sc]",https://www.gelora.co/2021/03/warganya-tewas-akibat-jembatan-runtuh.html
